Company Name,Location,Phone,Website,Employees,Revenue,Industry,SIC Code,NAICS Code,Specialties,Page URL
"Administrative Claim Service, Inc.",,,http://www.acsacc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/administrative-claim-service--inc-
Administrative Fiduciary Services Inc,,,http://www.administrativefiduciary.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/administrative-fiduciary-services-inc-
Administrative Service Professionals,,,http://www.asp-benefits.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/administrative-service-professionals--inc-
ADMINISTRATIVE SERVICES ONLY,,,http://www.asonet.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/administrative-services-only
Administrative Solutions,,,http://www.adminsolutionsnj.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/administrative-solutions
"Innovest Systems, LLC",,"[{'score': 'high', 'number': '+1 916-563-1125', 'type': 'company_line'}]",http://www.asipay.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/administrative-systems--llc-1
Adminsure,,"[{'score': 'high', 'number': '+1 909-861-0816', 'type': 'company_line'}]",http://www.adminsure.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adminsure
ADMIO,,"[{'score': 'high', 'number': '+420 511 116 161', 'type': 'company_line'}]",http://www.admio.cz,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/admio-s-r-o-
Admiral Capital Management,,"[{'score': 'high', 'number': '+1 203-422-7290', 'type': 'company_line'}]",http://www.admiralcap.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/admiral-capital-management
Admiral Insurance Brokerage,,"[{'score': 'high', 'number': '+1 718-209-1000', 'type': 'company_line'}]",http://www.useadmiral.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/admiral-insurance-brokerage-1
Admiral Leasing,,"[{'score': 'high', 'number': '+1 410-828-6200', 'type': 'company_line'}]",http://www.admiralleasing.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/admiral-leasing
admiraladmin,,,http://www.admiraladmin.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/admiraladmin
Admirals Bank,,,http://www.admiralsbank.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/admirals-bank
Admix,,,http://www.admix.com.br,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/admix-1
Adnant,,,http://www.adnant.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adnant
Adobe Financial Corp,,"[{'score': 'high', 'number': '+1 602-345-6780', 'type': 'company_line'}]",http://www.adobefinancial.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adobe-financial-corp
"Adobe Insurance Brokers, LLC",,,http://www.adobebrokers.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adobe-insurance-brokers--llc
Adoc,,"[{'score': 'high', 'number': '+221 33 858 09 49', 'type': 'company_line'}]",http://www.adoc-sn.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adoc
Adopt A Golden Atlanta,,"[{'score': 'high', 'number': '+1 404-364-5377', 'type': 'company_line'}]",http://www.adoptagoldenatlanta.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adopt-a-golden-atlanta
AdoramaPix.com,,,http://www.printique.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adoramapix-com
"ADP/Statewide Insurance Agencies, Inc.",,"[{'score': 'high', 'number': '+1 973-538-6300', 'type': 'company_line'}]",http://www.adpinsurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adp-statewide-insurance-agencies--inc--1
AD Partners,,"[{'score': 'medium', 'number': '+1 393493499', 'type': 'company_line'}]",http://www.adpartners.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adpartners-3
Addition,,,http://www.addition.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adplus-4
ADP Australia and NZ,,"[{'score': 'extraMedium', 'number': '1800000729', 'type': 'company_line'}]",http://www.adppayroll.com.au,,,Financial Services,,,,https://www.adapt.io/company/adppayroll
Adrenaline Fundraising,,"[{'score': 'high', 'number': '+1 888-621-5380', 'type': 'company_line'}]",http://www.adrenalinefundraising.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adrenaline-fundraising
Adrian Bank,,"[{'number': '+1 800-982-1334', 'score': 'high', 'type': 'company_line'}]",http://www.adrianbank.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adrian-bank
Adriana's Insurance,,"[{'number': '+1 888-290-4040', 'score': 'high', 'type': 'company_line'}]",http://www.adrianasinsurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adriana-s-insurance-services
AdrianYeo,,"[{'score': 'high', 'number': '+60 3-7802 3333', 'type': 'company_line'}]",http://www.adrianyeo.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adrianyeo
Adriatic Insurance Company,,"[{'score': 'high', 'number': '+1 504-838-8100', 'type': 'company_line'}]",http://www.adriaticinsurance.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adriatic-insurance-company
Adroit Research,,"[{'score': 'high', 'number': '+91 120 682 6800', 'type': 'company_line'}]",http://www.adroitfinancial.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/adroit-financial-services-pvt--ltd-
Adroit Health Group,,,http://www.adroithealthgroup.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adroit-health-group-
Adroit Trading Technologies,,,http://www.adroit-tt.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adroit-trading-technologies
Adroit Valuation,,,http://www.adroitvaluation.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adroitvaluation
Alliance Data,,"[{'number': '+1 614-729-4000', 'score': 'high', 'type': 'company_line'}]",http://www.alliancedata.com,,> $1B,Financial Services,,,,https://www.adapt.io/company/ads-alliance-data-systems-inc-
ADS Forensics,,,http://www.adsforensics.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ads-forensics
ADS Securities,,,http://www.adss.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ads-securities
ADSC,,"[{'score': 'high', 'number': '+1 415-338-9495', 'type': 'company_line'}]",http://www.adscventures.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adsc-ventures
ADSS,,"[{'score': 'high', 'number': '+971 2 652 9777', 'type': 'company_line'}]",http://www.adss.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/adss-6
City of Lake Oswego,,"[{'score': 'high', 'number': '+1 503-635-0270', 'type': 'company_line'}]",http://www.oswego.or.us,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adult-community-center
Adult Long Term Care,,,http://www.longtermcare.acl.gov,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adult-long-term-care
Aduro Advisors,,,http://www.aduroadvisors.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aduro-advisors
Adv.Counseling,,,http://www.advancedcounselingassociates.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adv-counseling
ADVAM,,"[{'score': 'high', 'number': '+61 8 8311 6600', 'type': 'company_line'}]",http://www.advam.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advam
Advance American Funding,,,http://www.advanceamericanfunding.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advance-american-funding
Advance Capital Group,,,http://www.acgbiz.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-capital-group
Advance Capital Management,,"[{'score': 'high', 'number': '+1 248-350-8543', 'type': 'company_line'}]",http://www.acadviser.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advance-capital-management--inc-
Advance Credit Union,,"[{'score': 'extraMedium', 'number': '1213508883', 'type': 'company_line'}]",http://www.advancecu.org.uk,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-credit-union-ltd
Advance Financial,,"[{'number': '+1 615-341-5900', 'score': 'high', 'type': 'company_line'}]",http://www.af247.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advance-financial
Advanced Financial Consultants,,,http://www.advancedfin.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-financial-consultants-1
Advance Financial Corporation,,"[{'score': 'high', 'number': '+1 404-256-2123', 'type': 'company_line'}]",http://www.afcorp.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-financial-corporation-1
Advance Financial Federal Credit Union,,"[{'number': '+1 219-392-3900', 'score': 'high', 'type': 'company_line'}]",http://www.advancefcu.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-financial-federal-credit-union
Advance Financial Group,,,http://www.advancefinancialgroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-financial-group-1
Advance Funds Network,,,http://www.advancefundsnetwork.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-funds-network-1
Advance Insurance & Benefits,,,http://www.advancenv.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-insurance-4
insurance,,"[{'score': 'high', 'number': '+1 630-718-9754', 'type': 'company_line'}]",http://www.advanceins.net,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-insurance-consultants--inc-
Advance Insurance,,"[{'score': 'high', 'number': '+1 801-226-1100', 'type': 'company_line'}]",http://www.advance-insurance.net,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advance-insurance-corporate
AMIC,,"[{'score': 'high', 'number': '+1 877-621-3557', 'type': 'company_line'}]",http://www.amic.co,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advance-mortgage---investment-company--llc-1
Advance NYC,,,http://www.advancenyc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-nyc
Advance Partners,,,http://www.advancepartners.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advance-partners
Advance Smart,,"[{'score': 'high', 'number': '+1 855-249-7627', 'type': 'company_line'}]",http://www.advancesmart.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-smart--llc
"Advance Tax and Bookkeeping Service, Inc.",,"[{'score': 'high', 'number': '+1 626-288-7810', 'type': 'company_line'}]",http://www.advancetaxinc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advance-tax-and-bookkeeping-service--inc-
Advance Team Partners,,,http://www.advanceteampartners.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advance-team-partners
"ACES Risk Management, LLC (ARMCO)",,"[{'score': 'high', 'number': '+1 800-858-1598', 'type': 'company_line'}]",http://www.armco.us,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced---standard-qc-reporting
Advanced Adjusting,,"[{'score': 'high', 'number': '+1 866-553-5004', 'type': 'company_line'}]",http://www.advancedadjusting.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-adjusting-ltd-1
Advanced Benefits,,"[{'score': 'high', 'number': '+1 208-664-3482', 'type': 'company_line'}]",http://www.trustab.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced-benefits
Advanced Billing Concepts,,,http://www.advancedinohio.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-billing-concepts-1
Advanced Business Solutions (ABS) LLC,,,http://www.advancedbanksolutions.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advanced-business-solutions--abs--llc
Advanced CFO,,,http://www.advancedcfo.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-cfo
Advanced Claims Concepts,,,http://www.acc-claims.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-claims-concepts
Advanced Claims Technologies,,"[{'score': 'high', 'number': '+1 844-475-3824', 'type': 'company_line'}]",http://www.act.claims,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advanced-claims-technologies
Advantage CCS,,"[{'score': 'high', 'number': '+1 866-699-2227', 'type': 'company_line'}]",http://www.advantageccs.org,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced-credit-consulting
Advanced Data Corporation,,,http://www.advanceddata.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-data-corporation
Advanced Disability Management,,"[{'score': 'high', 'number': '+1 209-491-5193', 'type': 'company_line'}]",http://www.admgmt.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced-disability-management--inc-
Advanced Drying Systems (ADS),,,http://www.adsdry.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advanced-drying-systems--ads-
AFIG FUNDS,,"[{'score': 'high', 'number': '+221 33 865 05 15', 'type': 'company_line'}]",http://www.afigfunds.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advanced-finance---investment-group--llc-
Advanced Financial Company,,"[{'score': 'high', 'number': '+1 760-827-4400', 'type': 'company_line'}]",http://www.advancedfinco.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced-financial-company
ADVANCED FINANCIAL FEDERAL CREDIT UNION,,,http://www.advfinfcu.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advanced-financial-federal-credit-union
"Advanced Financial Services, Inc",,,http://www.advfinancialservices.com,,,Financial Services,,,,https://www.adapt.io/company/advanced-financial-services--inc-1
"ADVANCED FINANCIAL SOLUTIONS, INC.",,,http://www.advanced-financial-solutions.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-financial-solutions--inc--1
Advanced Funding,,"[{'score': 'high', 'number': '+1 801-272-0600', 'type': 'company_line'}]",http://www.advfund.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-funding-home-mortgage-loans
Advanced Green Components,,,http://www.advgreen.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced-green-components
Advanced Home Medical,,,http://www.advancedhomemed.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced-home-med
Advanced Industrial Resources,,"[{'score': 'high', 'number': '+1 800-224-5007', 'type': 'company_line'}]",http://www.airtest1.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-industrial-resources-1
Advanced Insurance & Financial Services,,,http://www.advancedagents.net,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advanced-insurance---financial-services
Advanced Insurance Agency Llc,,"[{'score': 'high', 'number': '+1 952-831-1928', 'type': 'company_line'}]",http://www.advanceins.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced-insurance-agency-llc
Advanced Insurance,,"[{'score': 'high', 'number': '+1 586-782-9000', 'type': 'company_line'}]",http://www.advancedinsurance.net,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-insurance-benefits
Advanced Insurance Designs,,,http://www.aidiconnect.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-insurance-designs-inc
Advanced Insurance Solutions,,,http://www.advanced-ins.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-insurance-solutions--inc
Advanced Insurance Strategies,,,http://www.advancedinsurancestrategies.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced-insurance-strategies
Advanced Insurance Underwriters,,"[{'number': '+1 954-963-6666', 'score': 'high', 'type': 'company_line'}]",http://www.advancedins.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-insurrance-underwriters--ocala
Great Lakes Advisors,,"[{'number': '+1 312-553-3700', 'score': 'high', 'type': 'company_line'}]",http://www.greatlakesadvisors.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advanced-investment-partners-1
Advance Investments,,,http://www.advanceinvestments.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-investments-llc-1
ADVANCED LOGISTICS & DISTRIBUTION SYSTEMS,,,http://www.advancedlogistics.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-logistics-2
Advanced Lubrication Specialties,,"[{'score': 'high', 'number': '+1 215-244-2114', 'type': 'company_line'}]",http://www.advancedlubes.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/advanced-lubrication-specialties
Advanced Markets Group,,"[{'score': 'high', 'number': '+1 704-544-9446', 'type': 'company_line'}]",http://www.advancedmarketsfx.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-markets-llc
Advanced Medical Pricing Solutions (AMPS),,"[{'score': 'high', 'number': '+1 470-767-8798', 'type': 'company_line'}]",http://www.advancedpricing.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/advanced-medical-pricing-solutions--amps--1
Advanced Medical Reviews,,"[{'number': '+1 800-726-1207', 'score': 'high', 'type': 'company_line'}]",http://www.admere.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/advanced-medical-reviews
